year	rarity
2016	0.8875
2014	0.71
2015	1.58235294118
2016	1.92142857143
2012	1.79333333333
2017	1.91666666667
2017	2.3
2013	1.0759999999999998
2014	2.44545454545
2013	1.0759999999999998
2016	1.79333333333
2014	1.22941176471
2011	1.19428571429
2013	1.045
2017	1.01818181818
2017	0.407272727273
2015	1.1727272727299998
2017	0.992307692308
2014	0.3225
2013	0.921428571429
2016	0.686363636364
2008	2.46451612903
2016	0.821428571429
2015	0.9
2016	1.0470588235299998
2017	0.508571428571
2013	5.24285714286
2012	4.19428571429
2017	1.82777777778
2016	1.82777777778
2016	1.51666666667
2012	0.35294117647100004
2016	0.375
2016	0.946153846154
2017	1.025
2013	0.76875
2017	1.13714285714
2016	1.42142857143
2017	1.42142857143
2014	0.887272727273
2006	1.80740740741
2014	1.15882352941
2013	1.5759999999999998
2015	1.1733333333299998
2016	1.675
2017	1.11666666667
2014	1.54444444444
2014	1.6352941176499998
2017	0.941666666667
2014	0.7533333333329999
2015	1.43125
2017	1.58
2017	1.07
2012	1.86086956522
2006	1.4758620689700002
2017	1.72
2016	2.29333333333
2017	0.7125
2013	0.518181818182
2015	0.8825
2016	2.01176470588
2014	0.684
2016	2.28
2016	1.22222222222
2015	1.22222222222
2016	1.555
2016	2.07333333333
2016	1.5857142857100002
2016	1.48
2017	1.48
2016	1.01818181818
2016	1.4
2015	0.938461538462
2017	1.09285714286
2014	0.68
2017	1.25
2015	0.81
2007	0.7043478260870001
2012	0.938461538462
2014	0.5545454545449999
2017	0.488
2015	1.145
2015	1.30857142857
2011	3.81666666667
2013	1.2125
2001	1.5519999999999998
2015	1.61666666667
2014	1.84761904762
2016	1.14117647059
2015	2.68181818182
2014	3.54
2005	2.655
2017	3.54
2015	1.24347826087
2016	1.3
2013	2.04285714286
2016	1.43
2015	1.26
2016	1.8
2017	1.63846153846
2015	0.968181818182
2016	1.36
2015	0.544
2017	0.68
2016	1.27142857143
2017	0.988888888889
2015	0.647272727273
2015	1.0444444444399998
2016	0.671428571429
2015	0.569696969697
2015	1.12307692308
2013	2.92
2015	2.24615384615
2017	1.94666666667
2014	2.08571428571
2007	2.07857142857
2016	1.61666666667
2017	1.81875
2015	0.936
2015	0.65
2014	0.585
2017	0.668571428571
2014	1.24489795918
2012	0.7625
2016	1.525
2014	1.62608695652
2017	1.09714285714
2015	1.47692307692
2016	1.09714285714
2016	0.548571428571
2016	6.54
2016	1.76666666667
2016	1.41333333333
2015	0.94
2017	0.829411764706
2017	0.88125
2016	1.5
2017	1.30434782609
2012	1.76470588235
2015	1.66666666667
2014	1.33333333333
2016	1.36363636364
2017	1.2
2017	0.692307692308
2016	0.3
2017	0.514285714286
2015	2.2615384615400003
2016	2.2615384615400003
2017	1.25
2016	1.16666666667
2016	1.94444444444
2017	0.875
2008	1.51
2015	0.755
2012	1.37272727273
2017	1.0066666666700002
2015	1.15
2014	1.64285714286
2015	0.972727272727
2017	1.30555555556
2016	1.67857142857
2011	2.61111111111
2011	2.1375
2006	1.15540540541
2016	2.1375
2017	0.972727272727
2015	1.41176470588
2017	1.26315789474
2017	5.67142857143
2006	2.17037037037
2017	1.6742857142899998
2017	1.1153846153799998
2015	0.966666666667
2017	0.966666666667
2016	0.966666666667
2017	1.22222222222
2016	1.69230769231
2017	1.416
2016	1.77
2017	1.96666666667
2017	3.38461538462
2017	3.52
2017	2.75
2012	2.00625
2009	2.14
2016	1.2
2017	0.6
2016	0.54
2016	0.830769230769
2015	1.072
2009	1.72903225806
2011	1.675
2014	1.072
2017	1.19285714286
2016	0.6679999999999999
2012	0.927777777778
2017	1.19285714286
2016	1.51818181818
2014	0.982352941176
2013	0.976923076923
2016	0.79375
2017	0.747058823529
2017	1.625
2017	2.82608695652
2015	1.91176470588
2016	1.205
2015	1.60666666667
2016	1.7214285714300002
2014	0.855
2009	1.10322580645
2016	0.7125
2016	0.855
2017	4.69090909091
2014	2.34545454545
2009	4.128
2016	1.32222222222
2012	1.36
2015	1.32222222222
2017	1.25263157895
2017	1.58666666667
2017	1.58666666667
2008	1.62580645161
2017	1.575
2014	2.4
2016	1.008
2013	1.575
2015	1.3
2015	1.625
2017	1.39285714286
2017	1.3
2014	0.8666666666670001
2017	1.02631578947
2017	1.21875
2013	1.62857142857
2016	1.14
2016	0.96
2017	0.45
2008	1.82580645161
2011	2.264
2017	2.17692307692
2017	0.7075
2016	1.2863636363600002
2017	1.76875
2016	1.1736842105299998
2016	1.115
2010	1.39375
2016	1.2944444444399998
1993	1.72592592593
2013	1.45625
2014	1.6642857142899998
2010	2.51851851852
2016	2.42857142857
2002	5.23076923077
2017	2.95652173913
2017	2.125
2016	1.17058823529
2012	1.13714285714
2017	1.04736842105
2007	3.048
2014	1.905
2017	1.42
2014	1.42
2015	0.968181818182
2016	1.75
2015	2.69230769231
2015	1.89189189189
2016	2.185
2016	3.64166666667
2017	3.64166666667
2017	2.3
2016	1.676
2017	1.82173913043
2016	1.63846153846
2005	1.42
2012	2.25625
2016	2.00555555556
2016	1.645
2017	2.05625
2014	1.7315789473700005
2014	0.588
2016	0.816666666667
2016	1.05
2016	1.3
2012	3.1473684210500004
2017	1.05142857143
2017	1.15
2015	1.472
2016	1.15
2017	0.92
2012	2.025
1985	4.98461538462
2017	2.16
2013	1.275
2016	1.5692307692299998
2012	1.2
2017	0.45
2017	1.0266666666700002
2017	1.71111111111
2016	0.385
2016	0.855555555556
2004	0.77
2016	1.43888888889
2016	2.15833333333
2008	1.4
2012	2.64375
2016	1.355
2012	1.084
2006	1.86896551724
2015	1.00714285714
2017	0.88125
2016	5.78235294118
2016	8.191666666669999
2008	6.34193548387
2016	1.90816326531
2017	0.984210526316
2014	1.3357142857100002
2017	1.3357142857100002
2011	2.62285714286
2016	2.86875
2016	2.62285714286
2017	2.295
2016	0.85
2017	0.85
2015	0.85
2007	1.00740740741
2015	1.3
2015	2.16666666667
2017	1.73333333333
2015	1.73333333333
2016	2.0
2015	1.3
2015	1.76666666667
2016	1.21142857143
2016	1.63076923077
2015	1.06
2014	1.33529411765
2016	1.89166666667
2017	1.62142857143
2009	1.74615384615
2013	1.97391304348
2015	1.26111111111
2006	3.22777777778
2016	2.905
2014	0.906
2015	2.51666666667
2015	2.265
2001	4.53
2016	2.83125
2017	1.18965517241
2014	1.38
2011	1.91666666667
2012	1.4971428571399998
2017	1.74666666667
2016	1.31
2015	1.69166666667
2016	1.12777777778
2016	0.8416666666670001
2014	1.4270270270299998
2016	2.0307692307700003
2015	2.0307692307700003
2017	2.33142857143
2017	2.55
2017	9.53714285714
2016	6.069090909090001
2015	1.51176470588
2016	0.395384615385
2012	1.16818181818
2002	1.285
2016	1.46857142857
2016	1.18571428571
2016	0.922222222222
2012	0.922222222222
2016	0.90625
2014	0.58
2017	0.805555555556
2012	0.659090909091
2017	1.18461538462
2016	1.0266666666700002
2011	8.26857142857
2014	13.398148148099999
2017	10.3357142857
2013	1.38333333333
2010	1.42285714286
2014	1.66
2009	2.2636363636400003
2006	1.71724137931
2014	1.34594594595
2017	1.31052631579
2016	0.714285714286
2016	0.769230769231
2009	0.833333333333
2017	1.14285714286
2012	1.0
2014	1.86470588235
2012	1.268
2017	1.585
2017	1.585
2017	0.861538461538
2016	0.933333333333
2012	2.60625
2012	1.41875
2017	1.41875
2008	2.8375
2016	1.89166666667
2016	1.405
2014	1.24888888889
2016	2.55454545455
2011	1.6529411764700002
2007	1.54666666667
2013	1.3647058823500002
2017	0.937142857143
2016	3.28
2007	1.87428571429
2011	2.18666666667
2016	0.7733333333329999
2016	0.892307692308
2014	2.33125
2015	1.19411764706
2014	1.35333333333
2016	1.35333333333
2016	1.69166666667
2017	1.45
2017	0.857894736842
2008	1.05161290323
2016	1.01875
2015	1.48181818182
2017	1.35833333333
2017	1.13571428571
2015	0.935294117647
2017	0.8833333333329999
2017	0.795
1996	2.22222222222
2014	2.0
2013	1.5
2014	2.77777777778
2008	0.967741935484
2013	7.38333333333
2017	7.38333333333
2016	1.35
2017	0.63
2016	1.26
2016	1.325
2005	3.53333333333
2016	1.75428571429
2012	1.75428571429
2014	1.36444444444
2015	4.2
2017	12.782608695699999
2016	1.2425
2016	2.76111111111
2014	1.988
2015	2.20888888889
2016	3.976
2017	1.51875
2016	1.215
2016	2.025
2013	1.01818181818
2017	0.525
2012	0.84
2016	1.4
2016	1.39285714286
2017	1.625
2017	1.3
2016	1.08333333333
2016	1.4
2006	3.576
2015	1.43846153846
2016	1.24666666667
2011	1.58235294118
2016	2.06923076923
2004	4.14
2015	3.06666666667
2011	2.28
2015	1.9542857142900003
2017	1.61428571429
2014	0.904
2015	0.875
2015	0.777777777778
2016	0.7
2016	0.933333333333
2017	1.27272727273
2017	1.275
2016	1.59375
2015	2.31818181818
2014	0.955
2015	1.12352941176
2016	0.46875
2017	0.576923076923
2014	1.712
2016	2.44571428571
2013	4.36734693878
2015	2.85333333333
2016	3.424
2014	2.14
2016	2.85333333333
2015	1.09230769231
2016	1.10769230769
2016	0.96
2016	2.2
2016	2.64
2017	4.4
2015	2.66666666667
2017	3.3
2017	4.4
2017	1.01875
2017	1.48181818182
2013	1.6
2015	1.2444444444399998
2017	1.5448275862099998
2014	1.28
2014	1.12
2016	1.4
2015	1.3176470588200002
2016	1.16666666667
2012	1.07692307692
2017	1.16666666667
2016	0.64375
2016	0.64375
2013	0.735714285714
2016	0.735714285714
2017	0.85
2011	0.906666666667
2014	0.906666666667
2017	0.7555555555560001
2017	0.928571428571
2015	1.3
2017	0.7647058823530001
2014	0.8666666666670001
2012	1.1818181818200002
2008	3.0774193548400004
2012	1.908
2016	2.70454545455
2010	2.975
2012	4.25
2017	2.975
2001	4.76
2010	2.20666666667
2005	2.20666666667
2017	0.926315789474
2013	0.88
1997	1.34074074074
2013	1.07738095238
2016	1.13125
2016	0.978378378378
2015	1.425
2012	1.14
2015	1.31538461538
2010	3.6
2006	3.0
2016	3.75
2016	2.04545454545
2015	3.0
2012	3.0
2012	1.60625
2016	2.14166666667
2015	1.9037037037
2017	1.42777777778
2014	3.02352941176
2007	1.71333333333
2017	1.54166666667
2016	1.05714285714
2013	1.08823529412
2014	1.37037037037
2016	0.971428571429
2014	0.34
2017	1.0625
2010	1.33333333333
2017	1.11111111111
2016	0.87
2016	1.24285714286
2017	0.87
2016	1.16
2013	1.25
2017	1.25
2013	1.29230769231
2009	0.7466666666670001
2016	3.36
2014	0.6461538461540001
2008	2.01935483871
2016	1.51666666667
2016	1.51666666667
2003	2.8
2006	1.63846153846
2016	1.1833333333299998
2015	0.852
2008	1.37419354839
2016	1.065
2016	1.44166666667
2016	1.15333333333
2014	0.6920000000000001
2007	0.988571428571
2015	0.559090909091
2014	1.025
2016	0.683333333333
2016	1.18125
2014	1.09777777778
2005	1.64666666667
2016	1.64666666667
2015	1.48
2016	1.16470588235
2015	0.99
2016	0.425
2015	0.7727272727269999
2010	0.5666666666669999
2014	0.68
2016	0.2125
2016	1.74615384615
2013	0.908
2017	0.8933333333329999
2005	0.67
2016	1.11666666667
2012	1.675
2005	2.06153846154
2015	1.21818181818
2017	0.7253012048190001
2013	1.204
2013	3.1
2015	6.458333333330001
2013	6.458333333330001
2002	6.2
2017	4.18918918919
2012	1.84545454545
2017	2.8
2013	3.33125
2013	2.42272727273
2017	4.1
2014	3.80714285714
2011	3.13529411765
2017	2.04
2015	2.04
2013	3.13846153846
2012	2.55
2017	2.91428571429
2016	1.1
1995	3.536
2017	2.52571428571
2014	2.10476190476
2017	0.769230769231
2016	0.555555555556
2014	1.05263157895
2017	0.5
2015	1.46111111111
2017	0.8766666666670001
2007	1.75333333333
2017	1.46111111111
2010	6.075
2017	3.888
2015	4.22608695652
2001	9.72
2016	8.83636363636
2016	2.07333333333
2014	2.07333333333
2012	2.39230769231
2013	2.18571428571
2015	1.36
2016	2.78181818182
2016	2.015
2011	2.68666666667
